"id","set","category","relative_file","source_rect","grid","visible_pixels","has_hot_pink"
"cell_r09_c25_x400_y144","by_cell","buttons_lights","by_cell/buttons_lights/cell_r09_c25_x400_y144.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","65","True"
"cell_r09_c26_x416_y144","by_cell","buttons_lights","by_cell/buttons_lights/cell_r09_c26_x416_y144.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","65","True"
"cell_r09_c27_x432_y144","by_cell","buttons_lights","by_cell/buttons_lights/cell_r09_c27_x432_y144.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","65","True"
"cell_r09_c28_x448_y144","by_cell","buttons_lights","by_cell/buttons_lights/cell_r09_c28_x448_y144.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","65","False"
"cell_r10_c00_x0_y160","by_cell","floor_wall_blocks","by_cell/floor_wall_blocks/cell_r10_c00_x0_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","160","False"
"cell_r10_c01_x16_y160","by_cell","floor_wall_blocks","by_cell/floor_wall_blocks/cell_r10_c01_x16_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","160","False"
"cell_r10_c02_x32_y160","by_cell","floor_wall_blocks","by_cell/floor_wall_blocks/cell_r10_c02_x32_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","160","False"
"cell_r10_c03_x48_y160","by_cell","floor_wall_blocks","by_cell/floor_wall_blocks/cell_r10_c03_x48_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","160","False"
"cell_r10_c04_x64_y160","by_cell","floor_wall_blocks","by_cell/floor_wall_blocks/cell_r10_c04_x64_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","60","False"
"cell_r10_c05_x80_y160","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r10_c05_x80_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","60","True"
"cell_r10_c06_x96_y160","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r10_c06_x96_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","60","True"
"cell_r10_c07_x112_y160","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r10_c07_x112_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","60","True"
"cell_r10_c08_x128_y160","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r10_c08_x128_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","24","False"
"cell_r10_c09_x144_y160","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r10_c09_x144_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","24","True"
"cell_r10_c11_x176_y160","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r10_c11_x176_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","5","False"
"cell_r10_c12_x192_y160","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r10_c12_x192_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","67","False"
"cell_r10_c13_x208_y160","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r10_c13_x208_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","5","False"
"cell_r10_c14_x224_y160","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r10_c14_x224_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","160","False"
"cell_r10_c15_x240_y160","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r10_c15_x240_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","148","False"
"cell_r10_c16_x256_y160","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r10_c16_x256_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","16","False"
"cell_r10_c18_x288_y160","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r10_c18_x288_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","30","False"
"cell_r10_c19_x304_y160","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r10_c19_x304_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","72","False"
"cell_r10_c20_x320_y160","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r10_c20_x320_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","43","False"
"cell_r10_c21_x336_y160","by_cell","buttons_lights","by_cell/buttons_lights/cell_r10_c21_x336_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","100","False"
"cell_r10_c22_x352_y160","by_cell","buttons_lights","by_cell/buttons_lights/cell_r10_c22_x352_y160.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","100","True"
"cell_r11_c00_x0_y176","by_cell","floor_wall_blocks","by_cell/floor_wall_blocks/cell_r11_c00_x0_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","64","False"
"cell_r11_c01_x16_y176","by_cell","floor_wall_blocks","by_cell/floor_wall_blocks/cell_r11_c01_x16_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","106","False"
"cell_r11_c02_x32_y176","by_cell","floor_wall_blocks","by_cell/floor_wall_blocks/cell_r11_c02_x32_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","130","False"
"cell_r11_c03_x48_y176","by_cell","floor_wall_blocks","by_cell/floor_wall_blocks/cell_r11_c03_x48_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","151","False"
"cell_r11_c04_x64_y176","by_cell","floor_wall_blocks","by_cell/floor_wall_blocks/cell_r11_c04_x64_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","60","False"
"cell_r11_c05_x80_y176","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r11_c05_x80_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r11_c06_x96_y176","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r11_c06_x96_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r11_c07_x112_y176","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r11_c07_x112_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","True"
"cell_r11_c08_x128_y176","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r11_c08_x128_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","49","True"
"cell_r11_c09_x144_y176","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r11_c09_x144_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","53","True"
"cell_r11_c11_x176_y176","by_cell","lights_collectibles","by_cell/lights_collectibles/cell_r11_c11_x176_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","47","False"
"cell_r11_c12_x192_y176","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r11_c12_x192_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","57","False"
"cell_r11_c13_x208_y176","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r11_c13_x208_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","43","False"
"cell_r11_c14_x224_y176","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r11_c14_x224_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","128","False"
"cell_r11_c15_x240_y176","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r11_c15_x240_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","152","False"
"cell_r11_c16_x256_y176","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r11_c16_x256_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","48","False"
"cell_r11_c17_x272_y176","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r11_c17_x272_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","24","False"
"cell_r11_c18_x288_y176","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r11_c18_x288_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r11_c19_x304_y176","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r11_c19_x304_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","84","False"
"cell_r11_c20_x320_y176","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r11_c20_x320_y176.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","40","False"
"cell_r12_c00_x0_y192","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r12_c00_x0_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r12_c01_x16_y192","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r12_c01_x16_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","55","False"
"cell_r12_c02_x32_y192","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r12_c02_x32_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","54","False"
"cell_r12_c03_x48_y192","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r12_c03_x48_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","29","False"
"cell_r12_c04_x64_y192","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r12_c04_x64_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","3","False"
"cell_r12_c05_x80_y192","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r12_c05_x80_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r12_c06_x96_y192","by_cell","hazards_markers","by_cell/hazards_markers/cell_r12_c06_x96_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r12_c07_x112_y192","by_cell","hazards_markers","by_cell/hazards_markers/cell_r12_c07_x112_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","3","False"
"cell_r12_c08_x128_y192","by_cell","hazards_markers","by_cell/hazards_markers/cell_r12_c08_x128_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","51","True"
"cell_r12_c09_x144_y192","by_cell","hazards_markers","by_cell/hazards_markers/cell_r12_c09_x144_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","47","True"
"cell_r12_c11_x176_y192","by_cell","hazards_markers","by_cell/hazards_markers/cell_r12_c11_x176_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","46","False"
"cell_r12_c12_x192_y192","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r12_c12_x192_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","68","False"
"cell_r12_c13_x208_y192","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r12_c13_x208_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","69","False"
"cell_r12_c14_x224_y192","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r12_c14_x224_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","134","False"
"cell_r12_c16_x256_y192","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r12_c16_x256_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","66","False"
"cell_r12_c17_x272_y192","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r12_c17_x272_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","15","False"
"cell_r12_c18_x288_y192","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r12_c18_x288_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","38","False"
"cell_r12_c19_x304_y192","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r12_c19_x304_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","68","False"
"cell_r12_c20_x320_y192","by_cell","pipes_machinery","by_cell/pipes_machinery/cell_r12_c20_x320_y192.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","53","False"
"cell_r13_c01_x16_y208","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r13_c01_x16_y208.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","44","False"
"cell_r13_c02_x32_y208","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r13_c02_x32_y208.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","41","False"
"cell_r13_c04_x64_y208","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r13_c04_x64_y208.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r13_c05_x80_y208","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r13_c05_x80_y208.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","256","False"
"cell_r13_c06_x96_y208","by_cell","hazards_markers","by_cell/hazards_markers/cell_r13_c06_x96_y208.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","256","False"
"cell_r13_c07_x112_y208","by_cell","hazards_markers","by_cell/hazards_markers/cell_r13_c07_x112_y208.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r13_c08_x128_y208","by_cell","hazards_markers","by_cell/hazards_markers/cell_r13_c08_x128_y208.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","13","True"
"cell_r13_c09_x144_y208","by_cell","hazards_markers","by_cell/hazards_markers/cell_r13_c09_x144_y208.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","13","True"
"cell_r13_c10_x160_y208","by_cell","hazards_markers","by_cell/hazards_markers/cell_r13_c10_x160_y208.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","105","True"
"cell_r13_c11_x176_y208","by_cell","hazards_markers","by_cell/hazards_markers/cell_r13_c11_x176_y208.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","105","True"
"cell_r14_c00_x0_y224","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r14_c00_x0_y224.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","23","False"
"cell_r14_c01_x16_y224","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r14_c01_x16_y224.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","35","False"
"cell_r14_c04_x64_y224","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r14_c04_x64_y224.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r14_c05_x80_y224","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r14_c05_x80_y224.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","256","False"
"cell_r14_c06_x96_y224","by_cell","hazards_markers","by_cell/hazards_markers/cell_r14_c06_x96_y224.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","256","False"
"cell_r14_c07_x112_y224","by_cell","hazards_markers","by_cell/hazards_markers/cell_r14_c07_x112_y224.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r14_c08_x128_y224","by_cell","hazards_markers","by_cell/hazards_markers/cell_r14_c08_x128_y224.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","13","True"
"cell_r14_c09_x144_y224","by_cell","hazards_markers","by_cell/hazards_markers/cell_r14_c09_x144_y224.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","13","True"
"cell_r14_c10_x160_y224","by_cell","hazards_markers","by_cell/hazards_markers/cell_r14_c10_x160_y224.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","105","True"
"cell_r14_c11_x176_y224","by_cell","hazards_markers","by_cell/hazards_markers/cell_r14_c11_x176_y224.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","105","True"
"cell_r15_c00_x0_y240","by_cell","hazards_markers","by_cell/hazards_markers/cell_r15_c00_x0_y240.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","43","True"
"cell_r15_c01_x16_y240","by_cell","hazards_markers","by_cell/hazards_markers/cell_r15_c01_x16_y240.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","38","True"
"cell_r15_c04_x64_y240","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r15_c04_x64_y240.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","3","False"
"cell_r15_c05_x80_y240","by_cell","architecture_blocks","by_cell/architecture_blocks/cell_r15_c05_x80_y240.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r15_c06_x96_y240","by_cell","hazards_markers","by_cell/hazards_markers/cell_r15_c06_x96_y240.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","False"
"cell_r15_c07_x112_y240","by_cell","hazards_markers","by_cell/hazards_markers/cell_r15_c07_x112_y240.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","3","False"
"cell_r16_c00_x0_y256","by_cell","player_character_frames","by_cell/player_character_frames/cell_r16_c00_x0_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","130","False"
"cell_r16_c01_x16_y256","by_cell","player_character_frames","by_cell/player_character_frames/cell_r16_c01_x16_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","126","False"
"cell_r16_c02_x32_y256","by_cell","player_character_frames","by_cell/player_character_frames/cell_r16_c02_x32_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","126","False"
"cell_r16_c03_x48_y256","by_cell","player_character_frames","by_cell/player_character_frames/cell_r16_c03_x48_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","117","False"
"cell_r16_c04_x64_y256","by_cell","player_character_frames","by_cell/player_character_frames/cell_r16_c04_x64_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","132","False"
"cell_r16_c05_x80_y256","by_cell","player_character_frames","by_cell/player_character_frames/cell_r16_c05_x80_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","110","False"
"cell_r16_c06_x96_y256","by_cell","player_character_frames","by_cell/player_character_frames/cell_r16_c06_x96_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","128","False"
"cell_r16_c07_x112_y256","by_cell","player_character_frames","by_cell/player_character_frames/cell_r16_c07_x112_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","117","False"
"cell_r16_c08_x128_y256","by_cell","projectiles_fx_symbols","by_cell/projectiles_fx_symbols/cell_r16_c08_x128_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","17","False"
"cell_r16_c09_x144_y256","by_cell","projectiles_fx_symbols","by_cell/projectiles_fx_symbols/cell_r16_c09_x144_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","81","True"
"cell_r16_c10_x160_y256","by_cell","projectiles_fx_symbols","by_cell/projectiles_fx_symbols/cell_r16_c10_x160_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","81","False"
"cell_r16_c11_x176_y256","by_cell","projectiles_fx_symbols","by_cell/projectiles_fx_symbols/cell_r16_c11_x176_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","25","True"
"cell_r16_c12_x192_y256","by_cell","projectiles_fx_symbols","by_cell/projectiles_fx_symbols/cell_r16_c12_x192_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","25","False"
"cell_r16_c13_x208_y256","by_cell","projectiles_fx_symbols","by_cell/projectiles_fx_symbols/cell_r16_c13_x208_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","156","True"
"cell_r16_c14_x224_y256","by_cell","projectiles_fx_symbols","by_cell/projectiles_fx_symbols/cell_r16_c14_x224_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","203","False"
"cell_r16_c15_x240_y256","by_cell","misc","by_cell/misc/cell_r16_c15_x240_y256.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","203","False"
"cell_r17_c00_x0_y272","by_cell","player_character_frames","by_cell/player_character_frames/cell_r17_c00_x0_y272.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","128","False"
"cell_r17_c01_x16_y272","by_cell","player_character_frames","by_cell/player_character_frames/cell_r17_c01_x16_y272.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","131","False"
"cell_r17_c02_x32_y272","by_cell","player_character_frames","by_cell/player_character_frames/cell_r17_c02_x32_y272.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","128","False"
"cell_r17_c03_x48_y272","by_cell","player_character_frames","by_cell/player_character_frames/cell_r17_c03_x48_y272.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","119","False"
"cell_r17_c04_x64_y272","by_cell","player_character_frames","by_cell/player_character_frames/cell_r17_c04_x64_y272.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","121","False"
"cell_r17_c05_x80_y272","by_cell","player_character_frames","by_cell/player_character_frames/cell_r17_c05_x80_y272.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","124","False"
"cell_r17_c06_x96_y272","by_cell","player_character_frames","by_cell/player_character_frames/cell_r17_c06_x96_y272.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","125","False"
"cell_r17_c07_x112_y272","by_cell","player_character_frames","by_cell/player_character_frames/cell_r17_c07_x112_y272.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","121","False"
"cell_r17_c14_x224_y272","by_cell","projectiles_fx_symbols","by_cell/projectiles_fx_symbols/cell_r17_c14_x224_y272.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","203","False"
"cell_r17_c15_x240_y272","by_cell","misc","by_cell/misc/cell_r17_c15_x240_y272.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","203","False"
"cell_r18_c00_x0_y288","by_cell","player_character_frames","by_cell/player_character_frames/cell_r18_c00_x0_y288.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","146","True"
"cell_r18_c01_x16_y288","by_cell","player_character_frames","by_cell/player_character_frames/cell_r18_c01_x16_y288.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","146","True"
"cell_r18_c02_x32_y288","by_cell","player_character_frames","by_cell/player_character_frames/cell_r18_c02_x32_y288.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","143","True"
"cell_r18_c03_x48_y288","by_cell","player_character_frames","by_cell/player_character_frames/cell_r18_c03_x48_y288.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","130","True"
"cell_r18_c04_x64_y288","by_cell","player_character_frames","by_cell/player_character_frames/cell_r18_c04_x64_y288.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","32","True"
"cell_r18_c05_x80_y288","by_cell","player_character_frames","by_cell/player_character_frames/cell_r18_c05_x80_y288.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","12","True"
"cell_r18_c06_x96_y288","by_cell","player_character_frames","by_cell/player_character_frames/cell_r18_c06_x96_y288.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","16","True"
"cell_r18_c07_x112_y288","by_cell","player_character_frames","by_cell/player_character_frames/cell_r18_c07_x112_y288.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","14","True"
"cell_r18_c08_x128_y288","by_cell","projectiles_fx_symbols","by_cell/projectiles_fx_symbols/cell_r18_c08_x128_y288.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","2","False"
"cell_r18_c09_x144_y288","by_cell","projectiles_fx_symbols","by_cell/projectiles_fx_symbols/cell_r18_c09_x144_y288.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","6","False"
"cell_r18_c11_x176_y288","by_cell","projectiles_fx_symbols","by_cell/projectiles_fx_symbols/cell_r18_c11_x176_y288.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","4","False"
"cell_r19_c00_x0_y304","by_cell","player_character_frames","by_cell/player_character_frames/cell_r19_c00_x0_y304.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","132","False"
"cell_r19_c01_x16_y304","by_cell","player_character_frames","by_cell/player_character_frames/cell_r19_c01_x16_y304.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","133","False"
"cell_r19_c02_x32_y304","by_cell","player_character_frames","by_cell/player_character_frames/cell_r19_c02_x32_y304.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","126","False"
"cell_r19_c03_x48_y304","by_cell","player_character_frames","by_cell/player_character_frames/cell_r19_c03_x48_y304.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","118","False"
"cell_r20_c00_x0_y320","by_cell","npc_machine_frames","by_cell/npc_machine_frames/cell_r20_c00_x0_y320.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","113","False"
"cell_r20_c01_x16_y320","by_cell","npc_machine_frames","by_cell/npc_machine_frames/cell_r20_c01_x16_y320.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","113","False"
"cell_r20_c02_x32_y320","by_cell","npc_machine_frames","by_cell/npc_machine_frames/cell_r20_c02_x32_y320.png","System.Collections.Specialized.OrderedDictionary","System.Collections.Specialized.OrderedDictionary","105","False"
